load_id,pickup,delivery,distance,equipment,weight,date,market_index,quote_signal,posted_rate,rate_per_mile,posted_rate_iqr_flag,rpm_iqr_flag,negative_weight_flag,missing_weight_flag,missing_market_index_flag,anomaly_flag_count
TR-043385,Lexington,Lubbock,1187.0,Dry Van,25359.0,2025-10-02,0.95849,2.17408,11696.44,9.853782645324348,True,True,False,False,False,2
TR-043540,Milwaukee,Bakersfield,1893.0,Dry Van,30760.0,2025-10-03,1.08079,2.22972,17514.11,9.25203909138933,True,True,False,False,False,2
TR-043643,Milwaukee,Baltimore,985.2,Dry Van,16150.0,2025-10-04,0.93795,2.21345,8236.26,8.359987819732034,True,True,False,False,False,2
TR-043727,Reno,Toledo,2117.6,Dry Van,25124.0,2025-10-04,0.94851,2.37759,8592.93,4.057862674726105,True,True,False,False,False,2
TR-043887,Shreveport,Baltimore,1348.4,Reefer,25462.0,2025-10-05,0.86034,1.90892,11052.72,8.196914862058735,True,True,False,False,False,2
TR-044162,Baton Rouge,Detroit,1189.2,Flatbed,31603.0,2025-10-07,0.95007,2.02274,8425.34,7.084880591994618,True,True,False,False,False,2
TR-044268,Albany,Albuquerque,2492.6,Dry Van,25513.0,2025-10-08,1.0559,2.38846,14425.42,5.787298403273691,True,True,False,False,False,2
TR-044271,Columbia,Kansas City,652.1,Reefer,-21645.0,2025-10-08,1.02988,1.78127,313.15,0.4802177580125747,False,True,True,False,False,2
TR-044345,Lexington,Albany,1040.0,Dry Van,36569.0,2025-10-08,1.04012,2.05845,10566.25,10.15985576923077,True,True,False,False,False,2
TR-044379,San Antonio,Austin,86.8,Dry Van,-26959.0,2025-10-08,1.05233,1.15773,257.52,2.9668202764976956,False,True,True,False,False,2
TR-044701,Madison,Charleston,877.8,Dry Van,-23606.0,2025-10-10,,2.21655,1747.88,1.9912052859421283,False,False,True,False,True,2
TR-044756,New York,Hartford,114.6,Flatbed,27047.0,2025-10-11,,1.20776,330.59,2.8847294938917973,False,True,False,False,True,2
TR-045174,Corpus Christi,Atlanta,832.1,Dry Van,47500.0,2025-10-13,0.88212,1.87079,7004.3,8.417618074750632,True,True,False,False,False,2
TR-045197,Tulsa,Shreveport,207.9,Reefer,,2025-10-14,0.93693,1.21667,603.72,2.9038961038961038,False,True,False,True,False,2
TR-045286,Providence,Baton Rouge,1590.7,Dry Van,30170.0,2025-10-14,0.93687,2.10491,9208.2,5.788772238637078,True,True,False,False,False,2
TR-045820,Atlanta,Baltimore,940.4,Dry Van,30598.0,2025-10-18,0.9171,2.16316,9522.01,10.12548915355168,True,True,False,False,False,2
TR-045834,Amarillo,Greensboro,1478.5,Reefer,7483.0,2025-10-18,,1.94687,700.21,0.4735948596550558,False,True,False,False,True,2
TR-046214,Columbia,Tucson,2023.4,Flatbed,34710.0,2025-10-20,0.89822,2.06797,17893.17,8.84312049026391,True,True,False,False,False,2
TR-046367,Bakersfield,Columbia,2251.9,Dry Van,40729.0,2025-10-21,0.94743,2.19163,14403.14,6.395994493538789,True,True,False,False,False,2
TR-046517,Toledo,Albuquerque,1684.3,Reefer,31536.0,2025-10-22,0.98632,2.05917,14784.38,8.77775930653684,True,True,False,False,False,2
TR-046614,Little Rock,Buffalo,1038.6,Flatbed,18497.0,2025-10-23,1.05025,2.01241,7151.41,6.885624879645677,True,True,False,False,False,2
TR-046668,Albuquerque,Lexington,1643.6,Dry Van,21757.0,2025-10-23,1.01507,2.20519,9305.14,5.6614383061572155,True,True,False,False,False,2
TR-047299,Boston,Bakersfield,2979.1,Reefer,30585.0,2025-10-27,0.86501,2.09472,19110.3,6.414789701587728,True,True,False,False,False,2
TR-047537,Los Angeles,Richmond,2782.4,Dry Van,25730.0,2025-10-29,1.0341,2.39203,15003.55,5.39230520414031,True,True,False,False,False,2
TR-047587,Corpus Christi,Las Vegas,1383.3,Flatbed,18645.0,2025-10-29,1.01713,2.02448,11596.28,8.383055013373816,True,True,False,False,False,2
TR-047662,Phoenix,Oklahoma City,1261.3,Dry Van,35825.0,2025-10-30,1.06957,2.01821,8276.0,6.561484182985809,True,True,False,False,False,2
TR-047821,Los Angeles,Little Rock,1722.4,Reefer,41796.0,2025-10-30,1.03114,1.86271,9939.89,5.770953320947514,True,True,False,False,False,2
