load_id,distance,posted_rate,rate_per_mile,posted_rate_iqr_flag,rate_per_mile_iqr_flag
TR-007627,850.6,1755.06,2.0633200094051256,False,False
TR-007628,1254.4,2500.01,1.9929926658163266,False,False
TR-007629,784.4,1670.31,2.1294110147883734,False,False
TR-007630,815.0,1732.28,2.1254969325153374,False,False
TR-007631,820.7,1850.74,2.255074936030218,False,False
TR-007632,913.3,2015.37,2.2066900251834007,False,False
TR-007633,1003.7,6646.55,6.622048420842881,True,True
TR-007634,1672.3,3319.03,1.9847096812772829,False,False
TR-007635,420.5,954.26,2.269346016646849,False,False
TR-007636,2829.7,4868.06,1.7203449128882924,False,False
TR-007637,1242.1,2421.97,1.949899363980356,False,False
TR-007638,462.7,1142.17,2.468489301923493,False,False
TR-007639,259.0,659.19,2.5451351351351352,False,False
TR-007640,1034.6,2108.36,2.0378503769572784,False,False
TR-007641,1615.1,3315.19,2.052622128660764,False,False
TR-007642,1714.1,2987.88,1.7431188378741032,False,False
TR-007643,574.0,1221.88,2.1287108013937286,False,False
TR-007644,1081.9,1956.76,1.8086329605323965,False,False
TR-007645,634.8,1428.81,2.2508034026465027,False,False
TR-007646,2558.9,4608.83,1.8010981281019187,False,False
TR-007647,497.9,1216.55,2.4433621209078127,False,False
TR-007648,802.8,1543.1,1.9221474838066765,False,False
TR-007649,1484.5,3094.8,2.0847423374873695,False,False
TR-007650,920.9,2043.18,2.218677380823108,False,False
TR-007651,214.4,571.15,2.663945895522388,False,False
TR-007652,685.2,1420.32,2.072854640980735,False,False
TR-007653,378.5,837.9,2.2137384412153236,False,False
TR-007654,462.0,987.87,2.138246753246753,False,False
TR-007655,602.1,1398.64,2.322936389304102,False,False
TR-007656,648.1,1483.33,2.288736306125598,False,False
TR-007657,1912.1,3638.53,1.9028973380053347,False,False
TR-007658,877.9,1713.79,1.9521471693814785,False,False
TR-007659,440.0,941.52,2.139818181818182,False,False
TR-007660,485.7,1059.8,2.1820053530986203,False,False
TR-007661,543.3,1117.32,2.0565433462175595,False,False
TR-007662,2146.3,3811.51,1.775851465312398,False,False
TR-007663,921.6,1931.22,2.0955078125,False,False
TR-007664,1234.0,2717.28,2.2020097244732577,False,False
TR-007665,431.9,909.69,2.106251447094235,False,False
TR-007666,1405.6,2742.31,1.9509889015367103,False,False
TR-007667,1761.0,3065.88,1.7409880749574107,False,False
TR-007668,1220.7,2450.03,2.0070697140984683,False,False
TR-007669,1455.5,3107.87,2.1352593610443145,False,False
TR-007670,817.2,1624.19,1.987506118453255,False,False
TR-007671,516.6,1098.58,2.1265582655826556,False,False
TR-007672,2080.4,3738.98,1.7972409152086137,False,False
TR-007673,2065.7,3629.81,1.757181584934889,False,False
TR-007674,1153.3,2358.05,2.0446111159282063,False,False
TR-007675,1043.9,2110.72,2.0219561260657146,False,False
TR-007676,1087.6,2446.9,2.249816108863553,False,False
TR-007677,2482.1,4596.22,1.8517465049756257,False,False
TR-007678,2516.4,5192.74,2.0635590526148464,False,False
TR-007679,506.9,1309.97,2.584276977707635,False,False
TR-007680,685.8,1435.81,2.0936278798483525,False,False
TR-007681,2792.8,4693.03,1.6804031796046976,False,False
TR-007682,2096.9,4042.05,1.927631265201011,False,False
TR-007683,247.2,575.29,2.327224919093851,False,False
TR-007684,158.3,400.83,2.532090966519267,False,False
TR-007685,1376.3,2866.68,2.0828889050352393,False,False
TR-007686,710.3,1484.96,2.0906096015767988,False,False
TR-007687,1847.3,3758.07,2.0343582525848536,False,False
TR-007688,235.6,577.06,2.449320882852292,False,False
TR-007689,916.5,1851.73,2.0204364429896344,False,False
TR-007690,2994.5,5410.89,1.8069427283352815,False,False
TR-007691,2810.2,1816.76,0.6464877944630276,False,True
TR-007692,276.5,699.99,2.531609403254973,False,False
TR-007693,590.2,1446.06,2.450118603863097,False,False
TR-007694,597.1,1286.74,2.1549824150058616,False,False
TR-007695,461.7,1046.93,2.2675546891921163,False,False
TR-007696,654.4,1323.85,2.0229981662591685,False,False
TR-007697,1825.1,3283.31,1.7989753986082955,False,False
TR-007698,785.4,1716.3,2.185255920550038,False,False
TR-007699,660.3,1322.39,2.0027108889898533,False,False
TR-007700,547.6,1180.37,2.155533235938641,False,False
TR-007701,2081.3,4657.47,2.2377696631912745,False,False
TR-007702,1007.2,2098.19,2.0831910246227165,False,False
TR-007703,1353.3,2647.11,1.9560407891819998,False,False
TR-007704,559.7,1200.67,2.1452027872074324,False,False
TR-007705,1609.7,3217.27,1.9986767720693297,False,False
TR-007706,1017.8,1949.57,1.9154745529573591,False,False
TR-007707,207.4,492.5,2.374638379942141,False,False
TR-007708,1292.4,2609.51,2.019119467657072,False,False
TR-007709,483.4,1063.24,2.1995035167563097,False,False
TR-007710,990.4,1876.44,1.8946284329563814,False,False
TR-007711,1916.0,4062.97,2.1205480167014614,False,False
TR-007712,812.3,1673.16,2.0597808691370187,False,False
TR-007713,1199.1,2468.95,2.0590025852722875,False,False
TR-007714,2081.9,4145.77,1.9913396416734714,False,False
TR-007715,2577.8,4353.0,1.68864923578245,False,False
TR-007716,470.2,1047.46,2.227690344534241,False,False
TR-007717,2980.8,5180.3,1.7378891572732151,False,False
TR-007718,1637.1,3294.12,2.0121678577973245,False,False
TR-007719,1349.5,2746.71,2.0353538347536126,False,False
TR-007720,2084.9,4061.26,1.947939949158233,False,False
TR-007721,2412.1,4691.25,1.944882052982878,False,False
TR-007722,1584.9,3166.53,1.997936778345637,False,False
TR-007723,1175.7,2260.09,1.9223356298375436,False,False
TR-007724,1837.2,4015.66,2.185750054430655,False,False
TR-007725,314.4,782.6,2.489185750636133,False,False
TR-007726,1163.3,2640.51,2.269844408149231,False,False
TR-007727,929.6,2038.53,2.1929109294320135,False,False
TR-007728,1605.9,3557.59,2.2153247400211717,False,False
TR-007729,2074.5,4339.54,2.0918486382260784,False,False
TR-007730,811.9,1674.91,2.0629511023525064,False,False
TR-007731,1042.5,1998.25,1.9167865707434053,False,False
TR-007732,390.3,934.53,2.3943889315910836,False,False
TR-007733,980.2,2046.27,2.087604570495817,False,False
TR-007734,1740.6,3232.77,1.8572733540158566,False,False
TR-007735,1192.8,2537.08,2.126995305164319,False,False
TR-007736,758.9,1508.61,1.9878903676373698,False,False
TR-007737,730.7,1498.06,2.0501710688381003,False,False
TR-007738,1410.8,2947.83,2.0894740572724695,False,False
TR-007739,1727.5,3749.65,2.1705643994211288,False,False
TR-007740,443.7,1176.01,2.650462023890016,False,False
TR-007741,716.4,1400.34,1.9546901172529312,False,False
TR-007742,1822.8,3986.92,2.1872503840245776,False,False
TR-007743,971.2,2097.6,2.159802306425041,False,False
TR-007744,601.6,1212.84,2.0160239361702126,False,False
TR-007745,751.2,1455.0,1.9369009584664536,False,False
TR-007746,1964.9,4069.76,2.0712300880451933,False,False
TR-007747,248.8,642.17,2.581069131832797,False,False
TR-007748,241.1,648.27,2.6888013272501037,False,False
TR-007749,594.5,1251.69,2.1054499579478554,False,False
TR-007750,1405.0,2824.14,2.010064056939502,False,False
TR-007751,1165.7,2204.74,1.8913442566698118,False,False
TR-007752,546.8,1346.62,2.46272860277981,False,False
TR-007753,1877.4,3746.28,1.9954618088846277,False,False
TR-007754,860.7,1989.73,2.3117578714999416,False,False
TR-007755,897.7,1926.46,2.145995321376852,False,False
TR-007756,841.2,1835.69,2.1822277698525916,False,False
TR-007757,1001.0,2016.79,2.014775224775225,False,False
TR-007758,538.4,1248.9,2.3196508172362558,False,False
TR-007759,289.7,742.75,2.5638591646530897,False,False
TR-007760,2184.6,4024.34,1.8421404376087156,False,False
TR-007761,1077.8,1967.1,1.825106698830952,False,False
TR-007762,2077.6,4377.75,2.1071187909125917,False,False
TR-007763,895.3,1996.44,2.229911761420753,False,False
TR-007764,1160.2,2221.62,1.9148595069815548,False,False
TR-007765,710.9,1492.46,2.0993951329300886,False,False
TR-007766,108.8,326.87,3.0043198529411765,False,True
TR-007767,1537.5,2961.06,1.9258926829268292,False,False
TR-007768,1356.4,2906.01,2.142443232084931,False,False
TR-007769,925.2,2001.72,2.1635538261997405,False,False
TR-007770,774.8,1652.11,2.132305110996386,False,False
TR-007771,1454.7,2878.68,1.9788822437616,False,False
TR-007772,703.0,497.44,0.7075960170697013,False,True
TR-007773,740.2,1713.76,2.315266144285328,False,False
TR-007774,278.9,667.58,2.3936177841520263,False,False
TR-007775,552.0,1191.47,2.1584601449275365,False,False
TR-007776,1894.8,3672.83,1.938373443107452,False,False
TR-007777,1884.3,3552.63,1.885384492915141,False,False
TR-007778,1184.7,2414.8,2.038321938043387,False,False
TR-007779,2538.1,4263.68,1.6798707694732282,False,False
TR-007780,1354.7,2688.15,1.984313870229571,False,False
TR-007781,791.4,1558.0,1.9686631286328027,False,False
TR-007782,1222.3,2764.11,2.2614006381412093,False,False
TR-007783,1182.0,2394.93,2.026167512690355,False,False
TR-007784,1010.6,1923.64,1.9034632891351673,False,False
TR-007785,1446.8,3193.54,2.2073126900746476,False,False
TR-007786,708.0,1463.44,2.067005649717514,False,False
TR-007787,1237.3,2273.2,1.8372262183787278,False,False
TR-007788,1037.6,2063.15,1.9883866615266002,False,False
TR-007789,2138.4,4039.39,1.888977740366629,False,False
TR-007790,1762.4,3565.77,2.0232467090331365,False,False
TR-007791,981.3,1882.06,1.9179252012636299,False,False
TR-007792,1505.4,2959.91,1.9661950312209378,False,False
TR-007793,2501.9,4600.78,1.8389144250369718,False,False
TR-007794,646.2,1354.13,2.0955277004023523,False,False
TR-007795,1267.2,2690.1,2.122869318181818,False,False
TR-007796,111.2,288.59,2.59523381294964,False,False
TR-007797,2553.8,4921.38,1.9270812123110657,False,False
TR-007798,678.0,1525.21,2.249572271386431,False,False
TR-007799,856.0,1779.76,2.079158878504673,False,False
TR-007800,561.6,1304.4,2.322649572649573,False,False
TR-007801,656.9,1620.06,2.466220124828741,False,False
TR-007802,246.8,633.4,2.5664505672609397,False,False
TR-007803,517.9,1172.45,2.263854025873721,False,False
TR-007804,2532.5,4949.75,1.9544916090819349,False,False
TR-007805,919.8,1929.49,2.0977277669058494,False,False
TR-007806,1199.9,2387.03,1.9893574464538712,False,False
TR-007807,1129.3,2217.22,1.9633578322854865,False,False
TR-007808,710.4,1440.78,2.028125,False,False
TR-007809,695.0,1429.11,2.056273381294964,False,False
TR-007810,1054.9,2308.5,2.1883590861693047,False,False
TR-007811,1111.3,2527.2,2.2740934041212992,False,False
TR-007812,1932.1,3547.44,1.8360540344702656,False,False
TR-007813,623.3,1519.95,2.4385528637895075,False,False
TR-007814,540.6,1388.14,2.5677765445800964,False,False
TR-007815,1459.9,2918.42,1.999054729776012,False,False
TR-007816,971.8,1987.99,2.0456781230705907,False,False
TR-007817,1786.4,3461.84,1.9378862516793551,False,False
TR-007818,1061.0,2050.47,1.93258246936852,False,False
TR-007819,309.7,701.24,2.264255731352922,False,False
TR-007820,1063.6,1978.12,1.8598345242572396,False,False
TR-007821,771.9,1686.35,2.184674180593341,False,False
TR-007822,511.0,1090.26,2.1335812133072407,False,False
TR-007823,2247.3,3906.51,1.7383126418368708,False,False
TR-007824,935.0,1865.67,1.9953689839572193,False,False
TR-007825,2204.6,4514.85,2.0479225256282323,False,False
TR-007826,890.7,1665.82,1.8702368923318737,False,False
TR-007827,203.1,518.58,2.553323485967504,False,False
TR-007828,668.2,1416.71,2.1201885662975157,False,False
TR-007829,709.6,1565.55,2.2062429537767754,False,False
TR-007830,243.8,587.08,2.408039376538146,False,False
TR-007831,521.6,1291.51,2.4760544478527606,False,False
TR-007832,139.6,417.09,2.987750716332378,False,True
TR-007833,973.6,2291.52,2.3536565324568612,False,False
TR-007834,1987.0,3574.72,1.7990538500251634,False,False
TR-007835,458.1,1160.52,2.533333333333333,False,False
TR-007836,427.6,931.17,2.17766604303087,False,False
TR-007837,1546.1,2852.42,1.8449130069206392,False,False
TR-007838,439.0,943.56,2.1493394077448746,False,False
TR-007839,1471.8,2658.45,1.8062576437015898,False,False
TR-007840,2605.5,5563.84,2.1354212243331414,False,False
TR-007841,836.6,1786.58,2.135524743007411,False,False
TR-007842,353.0,4368.67,12.375835694050991,False,True
TR-007843,430.7,1009.86,2.3446946830740654,False,False
TR-007844,929.9,2015.87,2.167835251102269,False,False
TR-007845,2098.0,4099.06,1.9537940896091517,False,False
TR-007846,1554.7,3486.92,2.2428249823117,False,False
TR-007847,1081.2,2298.86,2.1262116167221605,False,False
TR-007848,1176.1,2199.7,1.8703341552589066,False,False
TR-007849,399.0,977.81,2.4506516290726816,False,False
TR-007850,1999.4,3691.49,1.8462988896669,False,False
TR-007851,444.5,1015.32,2.2841844769403825,False,False
TR-007852,313.9,826.26,2.6322395667410006,False,False
TR-007853,1009.9,2002.08,1.9824537082879492,False,False
TR-007854,1613.3,3407.45,2.1120994235418085,False,False
TR-007855,1034.3,2157.21,2.085671468626124,False,False
TR-007856,2046.4,3732.42,1.823895621579359,False,False
TR-007857,770.1,1625.57,2.1108557330216855,False,False
TR-007858,335.9,792.39,2.3590056564453707,False,False
TR-007859,271.7,623.21,2.293743099006257,False,False
TR-007860,906.7,1969.68,2.1723613102459467,False,False
TR-007861,598.9,1287.71,2.1501252295875775,False,False
TR-007862,2008.5,3613.54,1.7991237241722677,False,False
TR-007863,188.4,506.01,2.685828025477707,False,False
TR-007864,2106.5,3956.42,1.8781960598148588,False,False
TR-007865,998.1,1862.01,1.8655545536519387,False,False
TR-007866,2477.7,4450.76,1.7963272389716272,False,False
TR-007867,694.1,1496.18,2.1555683619075063,False,False
TR-007868,3087.7,6167.59,1.9974706091913077,False,False
TR-007869,1490.4,2853.9,1.914855072463768,False,False
TR-007870,2322.5,4805.72,2.0692012917115177,False,False
TR-007871,1626.0,3196.7,1.965990159901599,False,False
TR-007872,673.6,1617.97,2.4019744655581947,False,False
TR-007873,387.0,883.54,2.283049095607235,False,False
TR-007874,1898.7,3394.82,1.787970716806236,False,False
TR-007875,1985.7,3725.11,1.8759681724328952,False,False
TR-007876,1411.7,2758.66,1.9541403981015795,False,False
TR-007877,587.8,1283.13,2.1829363729159583,False,False
TR-007878,2587.7,4738.59,1.8311975885921863,False,False
TR-007879,1304.8,2452.42,1.8795370938074802,False,False
TR-007880,984.5,1857.49,1.8867343829355003,False,False
TR-007881,563.9,1269.95,2.252083702784182,False,False
TR-007882,922.9,2157.32,2.3375446960667463,False,False
TR-007883,873.4,1781.56,2.0397984886649874,False,False
TR-007884,758.2,1489.46,1.9644684779741493,False,False
TR-007885,281.4,711.49,2.528393745557925,False,False
TR-007886,923.3,1985.96,2.150936856926243,False,False
TR-007887,874.0,1652.16,1.8903432494279178,False,False
TR-007888,537.9,1161.52,2.159360475924893,False,False
TR-007889,1005.1,1866.87,1.8573972739030942,False,False
TR-007890,362.9,782.85,2.1572058418297053,False,False
TR-007891,547.8,1146.57,2.0930449069003285,False,False
TR-007892,1814.6,3468.12,1.9112311253168743,False,False
TR-007893,640.3,1510.54,2.359112915820709,False,False
TR-007894,1717.0,3356.63,1.954938846825859,False,False
TR-007895,622.9,1398.45,2.2450634130679084,False,False
TR-007896,876.5,1949.89,2.2246320593268685,False,False
TR-007897,530.0,1172.04,2.2113962264150944,False,False
TR-007898,1401.5,2557.12,1.824559400642169,False,False
TR-007899,590.0,1267.85,2.1488983050847454,False,False
TR-007900,841.9,2058.87,2.445504216652809,False,False
TR-007901,206.1,531.41,2.5784085395439105,False,False
TR-007902,537.0,1202.03,2.2384171322160147,False,False
TR-007903,612.6,1365.69,2.229333986287953,False,False
TR-007904,366.3,865.4,2.3625443625443623,False,False
TR-007905,604.6,1211.21,2.003324512074099,False,False
TR-007906,473.0,998.81,2.1116490486257926,False,False
TR-007907,487.2,986.46,2.024753694581281,False,False
TR-007908,285.9,694.88,2.430500174886324,False,False
TR-007909,796.2,1801.35,2.262434061793519,False,False
TR-007910,731.2,1681.22,2.299261487964989,False,False
TR-007911,1008.8,2013.31,1.9957474226804124,False,False
TR-007912,352.7,880.11,2.4953501559398923,False,False
TR-007913,529.5,1325.22,2.5027762039660058,False,False
TR-007914,932.8,2141.23,2.295486706689537,False,False
TR-007915,1028.7,1958.41,1.903771750753378,False,False
TR-007916,798.6,1810.9,2.2675932882544454,False,False
TR-007917,455.5,1064.33,2.3366190998902305,False,False
TR-007918,843.4,1674.02,1.9848470476642164,False,False
TR-007919,2618.9,5255.43,2.006731833976097,False,False
TR-007920,1063.3,2429.17,2.284557509639801,False,False
TR-007921,268.3,644.66,2.4027581065970924,False,False
TR-007922,1064.7,1997.13,1.875767821921668,False,False
TR-007923,846.6,1728.71,2.0419442475785496,False,False
TR-007924,212.6,566.9,2.6665098777046095,False,False
TR-007925,353.0,970.67,2.7497733711048156,False,False
TR-007926,602.4,1270.18,2.1085325365205847,False,False
TR-007927,1686.1,3795.23,2.250892592372932,False,False
TR-007928,541.6,1208.6,2.231536189069424,False,False
TR-007929,784.4,1716.07,2.187748597654258,False,False
TR-007930,114.9,335.53,2.920191470844212,False,True
TR-007931,407.6,956.45,2.346540726202159,False,False
TR-007932,2307.4,4411.95,1.91208719771171,False,False
TR-007933,646.5,1378.32,2.131972157772622,False,False
TR-007934,958.8,1922.58,2.0051939924906135,False,False
TR-007935,1368.3,2747.74,2.0081414894394505,False,False
TR-007936,1893.7,3593.27,1.8974864022812483,False,False
TR-007937,1283.9,2555.85,1.9906924215281563,False,False
TR-007938,1035.0,2147.21,2.0745990338164253,False,False
TR-007939,1147.5,2106.68,1.8358867102396512,False,False
TR-007940,350.3,851.08,2.429574650299743,False,False
TR-007941,1028.8,2096.33,2.037645800933126,False,False
TR-007942,1332.2,2840.74,2.1323675123855272,False,False
TR-007943,677.1,1304.96,1.927278097769901,False,False
TR-007944,1228.7,2478.28,2.016993570440303,False,False
TR-007945,1356.5,2637.17,1.944098783634353,False,False
TR-007946,692.5,1525.72,2.2032057761732853,False,False
TR-007947,551.3,1215.22,2.2042807908579722,False,False
TR-007948,686.9,1386.85,2.0189983986024167,False,False
TR-007949,1470.5,3328.66,2.2636246174770487,False,False
TR-007950,476.0,1066.1,2.2397058823529408,False,False
TR-007951,372.5,858.96,2.3059328859060404,False,False
TR-007952,800.1,1721.27,2.1513185851768526,False,False
TR-007953,1029.9,2243.42,2.1782891542868237,False,False
TR-007954,394.2,294.78,0.7477929984779299,False,True
TR-007955,926.3,2082.56,2.248256504372234,False,False
TR-007956,1343.5,2654.45,1.975772236695199,False,False
TR-007957,1093.6,2303.91,2.1067209217264082,False,False
TR-007958,2067.3,4198.64,2.030977603637595,False,False
TR-007959,556.8,1260.85,2.2644576149425286,False,False
TR-007960,2137.4,3855.47,1.803813043885094,False,False
TR-007961,956.1,1841.37,1.9259177910260432,False,False
TR-007962,1542.0,3390.54,2.198793774319066,False,False
TR-007963,720.5,1545.36,2.1448438584316447,False,False
TR-007964,1064.8,2288.27,2.149013899323817,False,False
TR-007965,2040.6,4117.28,2.0176810741938644,False,False
TR-007966,1019.6,2165.27,2.123646528050216,False,False
TR-007967,2027.5,4005.24,1.975457459926017,False,False
TR-007968,1060.7,2092.07,1.9723484491373622,False,False
TR-007969,356.6,959.99,2.6920639371845203,False,False
TR-007970,229.4,562.12,2.4503923278116826,False,False
TR-007971,881.8,1844.32,2.091540031753232,False,False
TR-007972,648.4,1386.42,2.1382171499074647,False,False
TR-007973,881.0,1936.74,2.1983427922814984,False,False
TR-007974,284.0,691.61,2.4352464788732395,False,False
TR-007975,1992.7,4057.42,2.0361419180007028,False,False
TR-007976,2025.7,4335.02,2.140010860443304,False,False
TR-007977,859.4,1867.51,2.1730393297649524,False,False
TR-007978,2628.2,4921.78,1.8726809223042387,False,False
TR-007979,979.4,2165.23,2.210771901163978,False,False
TR-007980,795.2,1673.13,2.1040367203219317,False,False
TR-007981,1278.8,2402.82,1.878964654363466,False,False
TR-007982,1250.3,2677.43,2.1414300567863713,False,False
TR-007983,1108.3,2440.59,2.202102318866733,False,False
TR-007984,688.4,1393.1,2.023678094131319,False,False
TR-007985,1878.5,1268.13,0.6750758583976577,False,True
TR-007986,1184.4,2373.97,2.004365079365079,False,False
TR-007987,596.7,1397.78,2.3425171778112954,False,False
TR-007988,1137.7,2262.9,1.9890129208051333,False,False
TR-007989,464.1,1034.2,2.2283990519284638,False,False
TR-007990,461.8,1141.44,2.471719359029883,False,False
TR-007991,485.5,1083.13,2.2309577754891867,False,False
TR-007992,631.7,1484.4,2.3498496121576697,False,False
TR-007993,790.7,1653.08,2.090653851018085,False,False
TR-007994,423.4,1083.78,2.5597071327350025,False,False
TR-007995,294.8,800.64,2.715875169606513,False,False
TR-007996,2180.1,3810.25,1.7477409293151691,False,False
TR-007997,968.7,1808.41,1.866842159595334,False,False
TR-007998,456.8,967.53,2.1180604203152362,False,False
TR-007999,777.2,1646.33,2.118283582089552,False,False
TR-008000,109.6,302.41,2.7592153284671537,False,False
TR-008001,1700.1,3525.5,2.0737015469678255,False,False
TR-008002,1668.6,3638.02,2.1802828718686325,False,False
TR-008003,2080.4,4169.3,2.004085752739858,False,False
TR-008004,679.2,1287.58,1.895730270906949,False,False
TR-008005,331.0,773.56,2.337039274924471,False,False
TR-008006,874.3,1852.44,2.11876930115521,False,False
TR-008007,1350.5,3059.39,2.2653757867456497,False,False
TR-008008,1226.8,2706.74,2.206341701988914,False,False
TR-008009,234.0,569.94,2.4356410256410257,False,False
TR-008010,2320.9,4375.21,1.8851350769098194,False,False
TR-008011,2014.1,3735.26,1.8545553845390002,False,False
TR-008012,967.6,2085.51,2.155343116990492,False,False
TR-008013,2961.9,5630.43,1.9009520915628482,False,False
TR-008014,3002.4,5235.26,1.74369171329603,False,False
TR-008015,473.1,1166.73,2.466138237159163,False,False
TR-008016,815.7,1770.74,2.1708226063503737,False,False
TR-008017,1844.6,3311.28,1.7951208934186276,False,False
TR-008018,2326.1,4307.11,1.8516443833025236,False,False
TR-008019,1790.9,3836.23,2.1420682338489025,False,False
TR-008020,1963.8,3505.94,1.7852836337712599,False,False
TR-008021,1479.6,2900.26,1.9601649094349827,False,False
TR-008022,1397.1,2857.54,2.045336769021545,False,False
TR-008023,395.1,966.01,2.444975955454315,False,False
TR-008024,226.1,546.5,2.417072091994693,False,False
TR-008025,1856.1,4057.65,2.1861160497818006,False,False
TR-008026,491.8,1159.11,2.3568727124847495,False,False
TR-008027,997.8,2100.51,2.105141310883945,False,False
TR-008028,1356.5,2676.69,1.9732325838555105,False,False
TR-008029,1721.3,3514.5,2.041770754662174,False,False
TR-008030,2406.1,4340.63,1.8040106396242883,False,False
TR-008031,1025.1,2084.66,2.033616232562677,False,False
TR-008032,1372.6,2672.28,1.94687454465977,False,False
TR-008033,983.1,1987.16,2.02132031329468,False,False
TR-008034,757.4,1676.38,2.2133350937417484,False,False
TR-008035,598.1,1361.74,2.276776458786156,False,False
TR-008036,1870.8,3696.98,1.9761492409664316,False,False
TR-008037,356.7,907.03,2.5428371180263527,False,False
TR-008038,420.8,1002.89,2.3832937262357414,False,False
TR-008039,289.1,733.53,2.53728813559322,False,False
TR-008040,753.1,1450.3,1.9257734696587436,False,False
TR-008041,698.9,1426.26,2.040721133209329,False,False
TR-008042,684.7,1648.9,2.408207974295312,False,False
TR-008043,484.1,1133.19,2.3408180128072713,False,False
TR-008044,2006.6,4198.09,2.0921409349147813,False,False
TR-008045,234.5,620.14,2.6445202558635392,False,False
TR-008046,2394.0,4130.45,1.7253341687552213,False,False
TR-008047,394.3,879.11,2.229546030940908,False,False
TR-008048,1926.4,3594.34,1.8658326411960133,False,False
TR-008049,226.3,680.91,3.008882015024304,False,True
TR-008050,2140.3,3966.34,1.853170116338831,False,False
TR-008051,1185.8,2538.3,2.1405801990217577,False,False
TR-008052,418.6,236.63,0.5652890587673196,False,True
TR-008053,1419.9,2794.06,1.9677864638354812,False,False
TR-008054,774.3,1735.63,2.2415472039261273,False,False
TR-008055,2458.2,4477.66,1.8215198112439996,False,False
TR-008056,361.9,3093.85,8.54890853827024,False,True
TR-008057,1924.5,3519.53,1.8288022863081321,False,False
TR-008058,417.6,953.34,2.2829022988505745,False,False
TR-008059,2766.6,5058.9,1.828562134027326,False,False
TR-008060,2148.7,3713.51,1.7282589472704428,False,False
TR-008061,911.0,2137.12,2.345905598243688,False,False
TR-008062,1099.6,2107.54,1.9166424154237907,False,False
TR-008063,1898.8,3948.08,2.079250052664841,False,False
TR-008064,396.2,797.67,2.013301362948006,False,False
TR-008065,1754.2,3804.92,2.1690343176376694,False,False
TR-008066,3026.7,5528.67,1.8266329665972842,False,False
TR-008067,278.5,708.09,2.5425134649910235,False,False
TR-008068,834.4,2096.69,2.5128116011505273,False,False
TR-008069,991.9,2127.86,2.145236414961186,False,False
TR-008070,1140.1,2517.01,2.207709850013157,False,False
TR-008071,691.9,1570.82,2.270299176181529,False,False
TR-008072,1934.8,3697.48,1.911039900764937,False,False
TR-008073,841.4,1689.35,2.007784644639886,False,False
TR-008074,378.7,952.32,2.514708212305255,False,False
TR-008075,628.3,1517.23,2.4148177622155025,False,False
TR-008076,2373.9,4018.25,1.6926787143519102,False,False
TR-008077,181.2,567.85,3.1338300220750557,False,True
TR-008078,2659.2,4808.27,1.8081641095066188,False,False
TR-008079,818.9,1910.19,2.3326291366467213,False,False
TR-008080,1746.2,3250.51,1.8614763486427672,False,False
TR-008081,820.2,1817.0,2.2153133382101924,False,False
TR-008082,1572.6,3413.91,2.170869896985883,False,False
TR-008083,1837.5,3802.62,2.0694530612244897,False,False
TR-008084,1085.1,2222.22,2.047940282001659,False,False
TR-008085,2256.1,4497.82,1.99362616905279,False,False
TR-008086,798.0,1681.62,2.1072932330827068,False,False
TR-008087,1683.4,2956.78,1.756433408577878,False,False
TR-008088,347.8,860.43,2.4739217941345597,False,False
TR-008089,1017.2,2015.98,1.9818914667715297,False,False
TR-008090,800.0,1780.16,2.2252,False,False
TR-008091,659.2,1334.48,2.024393203883495,False,False
TR-008092,657.6,1409.15,2.14286800486618,False,False
TR-008093,900.5,2014.98,2.237623542476402,False,False
TR-008094,2812.9,4833.26,1.718248071385403,False,False
TR-008095,1028.7,2207.42,2.1458345484592205,False,False
TR-008096,956.4,1940.85,2.0293287327478042,False,False
TR-008097,1669.3,3162.02,1.8942191337686456,False,False
TR-008098,392.9,805.23,2.0494527869686947,False,False
TR-008099,487.6,1251.56,2.566776045939294,False,False
TR-008100,696.3,1418.15,2.0366939537555653,False,False
TR-008101,1403.4,2850.19,2.030917771127262,False,False
TR-008102,957.3,1960.64,2.0480935965736973,False,False
TR-008103,1163.4,2549.49,2.191413099535843,False,False
TR-008104,1104.2,2136.47,1.9348578156131133,False,False
TR-008105,1246.0,2621.64,2.1040449438202247,False,False
TR-008106,640.6,1396.35,2.1797533562285354,False,False
TR-008107,637.2,1305.26,2.048430634023854,False,False
TR-008108,136.9,388.71,2.8393718042366687,False,False
TR-008109,513.2,1150.35,2.2415237724084176,False,False
TR-008110,577.6,1205.98,2.087915512465374,False,False
TR-008111,1122.7,2164.79,1.9281998753006144,False,False
TR-008112,335.3,805.24,2.401550849985088,False,False
TR-008113,2928.2,5692.4,1.9439928966600641,False,False
TR-008114,983.2,2022.23,2.0567839707078925,False,False
TR-008115,980.5,2160.17,2.203131055583886,False,False
TR-008116,391.4,834.36,2.131732243229433,False,False
TR-008117,1079.5,2220.77,2.057220935618342,False,False
TR-008118,1005.7,2100.2,2.0882967087600672,False,False
TR-008119,580.2,1304.75,2.2487935194760427,False,False
TR-008120,1685.0,3126.11,1.8552581602373888,False,False
TR-008121,706.9,1381.64,1.9545055877776207,False,False
TR-008122,838.6,1800.31,2.146804197471977,False,False
TR-008123,2766.0,4951.48,1.7901229211858278,False,False
TR-008124,591.3,1405.72,2.3773380686622696,False,False
TR-008125,757.3,1587.52,2.096289449359567,False,False
TR-008126,2072.8,3841.49,1.8532854110382089,False,False
