load_id,pickup,delivery,distance,equipment,weight,date,market_index,quote_signal,posted_rate,rate_per_mile
TR-016265,Albany,Baton Rouge,1714.3,Dry Van,29943.0,2025-04-13,1.03791,2.30634,11408.87,6.655118707344106
TR-028750,Memphis,Grand Rapids,644.8,Reefer,34743.0,2025-06-30,1.19912,2.63296,4288.85,6.651442307692308
TR-032085,Nashville,Amarillo,1115.9,Reefer,35813.0,2025-07-21,1.12249,1.68685,7417.99,6.647540102159691
TR-007633,Syracuse,Jacksonville,1003.7,Dry Van,22400.0,2025-02-18,1.02739,1.84565,6646.55,6.622048420842881
TR-042736,Jacksonville,Tucson,1943.0,Dry Van,16292.0,2025-09-28,0.78263,1.84861,12797.54,6.586484817292846
TR-004042,Tucson,Baton Rouge,1410.7,Flatbed,30966.0,2025-01-26,0.83213,1.99559,9275.66,6.5752179768909045
TR-004744,Phoenix,Jacksonville,2212.4,Reefer,38134.0,2025-01-30,1.06262,2.14388,14536.22,6.570339902368468
TR-047662,Phoenix,Oklahoma City,1261.3,Dry Van,35825.0,2025-10-30,1.06957,2.01821,8276.0,6.561484182985809
TR-017709,Mobile,Bakersfield,1946.7,Flatbed,28838.0,2025-04-22,1.24939,2.11525,12750.46,6.549781681820516
TR-036680,El Paso,Greensboro,1813.7,Dry Van,20366.0,2025-08-20,1.00259,1.7615,11839.2,6.5276506588741245
TR-020882,Reno,Dayton,2004.1,Dry Van,17891.0,2025-05-12,1.22414,2.32767,12906.22,6.439908188214161
TR-025800,Indianapolis,Buffalo,684.6,Dry Van,33312.0,2025-06-12,,2.20506,4396.72,6.422319602687701
TR-047299,Boston,Bakersfield,2979.1,Reefer,30585.0,2025-10-27,0.86501,2.09472,19110.3,6.414789701587728
TR-046367,Bakersfield,Columbia,2251.9,Dry Van,40729.0,2025-10-21,0.94743,2.19163,14403.14,6.395994493538789
TR-012214,Green Bay,Atlanta,775.0,Dry Van,47500.0,2025-03-19,1.1708,2.11848,4946.86,6.3830451612903225
TR-045988,Hartford,Fort Wayne,832.2,Flatbed,33558.0,2025-10-19,0.86136,1.92609,5308.55,6.378935352078827
TR-034474,Austin,Lexington,1170.0,Dry Van,25131.0,2025-08-05,1.01271,2.24062,7436.41,6.355905982905983
TR-033274,Tucson,Montgomery,1848.1,Dry Van,40927.0,2025-07-29,1.01446,2.21746,11700.79,6.331253720036796
TR-028700,Bakersfield,Buffalo,2396.0,Dry Van,36757.0,2025-06-30,1.20963,2.00026,15165.13,6.329353088480801
TR-004315,Harrisburg,Savannah,568.4,Dry Van,32405.0,2025-01-28,0.90996,2.00282,3589.02,6.314250527797326
TR-027381,Oklahoma City,New York,1713.2,Dry Van,31476.0,2025-06-21,1.25125,1.97389,10809.73,6.309671958907307
TR-026202,Albany,Shreveport,1649.8,Dry Van,21136.0,2025-06-15,1.22519,1.92921,10402.19,6.305121832949449
TR-006756,Philadelphia,Dallas,1502.6,Flatbed,32707.0,2025-02-12,1.03761,2.02891,9457.25,6.293923865300147
TR-040159,San Francisco,Shreveport,1950.8,Dry Van,40882.0,2025-09-11,1.01516,2.01542,12240.81,6.27476419930285
TR-033305,New York,Nashville,1005.1,Dry Van,21174.0,2025-07-29,1.03224,2.22811,6289.74,6.257825092030643
TR-006808,Milwaukee,New York,948.4,Dry Van,38229.0,2025-02-12,1.05411,2.01773,5927.63,6.250137072964994
TR-006809,Hartford,Savannah,782.2,Dry Van,35670.0,2025-02-12,1.05536,1.98109,4887.74,6.248708770135514
TR-005828,Charleston,Atlanta,464.9,Dry Van,36187.0,2025-02-06,1.09503,2.2216,2899.13,6.236029253602926
TR-035524,Los Angeles,Mobile,1971.1,Dry Van,25894.0,2025-08-12,0.97499,2.37027,12284.47,6.232291613819695
TR-006378,Oklahoma City,Memphis,681.2,Dry Van,24581.0,2025-02-10,0.89574,2.07664,4241.97,6.227201996476806
TR-032869,Grand Rapids,Cincinnati,528.5,Reefer,12785.0,2025-07-26,0.97501,1.81913,3288.98,6.223235572374645
TR-035298,Montgomery,Kansas City,749.2,Reefer,37715.0,2025-08-11,0.96693,2.0783,4651.57,6.2087159636946065
TR-033647,Memphis,Savannah,536.0,Dry Van,24842.0,2025-07-31,1.12853,1.97714,3325.09,6.203526119402985
TR-001176,Tucson,Phoenix,260.5,Dry Van,26547.0,2025-01-08,0.96147,2.2471,1609.22,6.17742802303263
TR-031131,Dayton,Baltimore,819.7,Dry Van,14146.0,2025-07-15,1.21306,2.1938,5061.61,6.174954251555446
TR-002976,Green Bay,Syracuse,641.6,Dry Van,26110.0,2025-01-19,0.84768,1.92478,3937.32,6.136720698254364
TR-004658,Baltimore,Reno,2884.1,Dry Van,35317.0,2025-01-30,1.06754,1.72427,17688.63,6.133154190215319
TR-012268,Dayton,Columbia,466.7,Reefer,28022.0,2025-03-19,1.18265,2.49389,2855.19,6.117827298050139
TR-033087,Oklahoma City,Hartford,1819.2,Flatbed,31163.0,2025-07-28,0.99486,2.08736,11117.85,6.111395118733509
TR-017795,Richmond,Albany,590.0,Dry Van,34876.0,2025-04-22,1.27436,2.06192,3600.02,6.101728813559322
TR-004035,Memphis,Atlanta,249.7,Dry Van,30086.0,2025-01-26,0.84632,2.35157,1518.51,6.081337605126151
TR-009990,Nashville,Albany,1279.0,Dry Van,23175.0,2025-03-05,1.15803,1.8645,7768.03,6.073518373729476
TR-042992,Houston,Hartford,1667.1,Dry Van,20533.0,2025-09-29,0.78127,1.8657,10119.16,6.069917821366445
TR-002048,Mobile,Harrisburg,927.5,Dry Van,37585.0,2025-01-13,0.85003,1.86657,5623.85,6.06345013477089
TR-002769,Amarillo,Las Vegas,742.2,Reefer,34155.0,2025-01-18,0.87009,2.25991,4491.82,6.05203449205066
TR-005727,Albany,Milwaukee,1078.0,Dry Van,45463.0,2025-02-05,1.03228,1.94408,6494.7,6.024768089053803
TR-039439,Tucson,Houston,1292.0,Dry Van,40140.0,2025-09-07,0.82468,2.10254,7773.89,6.016942724458205
TR-003909,Green Bay,Lubbock,1389.2,Dry Van,25352.0,2025-01-25,0.88292,1.80121,8339.05,6.002771379211056
TR-002219,Columbia,Tulsa,795.6,Flatbed,33977.0,2025-01-14,0.92936,2.14607,4773.73,6.00016339869281
TR-037362,New Orleans,Birmingham,406.5,Dry Van,26576.0,2025-08-24,0.84702,2.13799,2437.64,5.996654366543665
TR-033312,Los Angeles,Mobile,1945.6,Dry Van,19268.0,2025-07-29,1.00732,2.37599,11663.11,5.994608347039474
TR-035209,Washington,Cincinnati,649.3,Dry Van,29519.0,2025-08-10,0.92467,2.25438,3882.23,5.979100569844448
TR-001330,Harrisburg,Tulsa,1190.5,Dry Van,28538.0,2025-01-09,0.9801,1.87616,7100.73,5.9644939101217975
TR-039514,Cincinnati,Green Bay,593.2,Flatbed,-33699.0,2025-09-07,0.82737,2.32894,3509.58,5.916351989211058
TR-037963,San Francisco,Atlanta,2287.0,Dry Van,27878.0,2025-08-28,1.055,2.37447,13409.18,5.863218189768255
TR-028216,Washington,San Antonio,1613.7,Dry Van,28792.0,2025-06-27,1.31844,2.10183,9397.64,5.823659912003469
TR-007361,Corpus Christi,Philadelphia,1739.9,Flatbed,30157.0,2025-02-16,0.90498,1.95132,10115.44,5.813805391114432
TR-039292,Indianapolis,Amarillo,1083.3,Dry Van,35906.0,2025-09-06,0.83947,2.10738,6295.71,5.811603433951814
TR-025178,New York,Jacksonville,949.4,Dry Van,42968.0,2025-06-08,1.21727,2.07421,5505.06,5.798462186644197
TR-045286,Providence,Baton Rouge,1590.7,Dry Van,30170.0,2025-10-14,0.93687,2.10491,9208.2,5.788772238637078
TR-044268,Albany,Albuquerque,2492.6,Dry Van,25513.0,2025-10-08,1.0559,2.38846,14425.42,5.787298403273691
TR-043077,Lexington,Charleston,436.3,Dry Van,32646.0,2025-09-30,0.84665,2.3129,2522.62,5.781847352738941
TR-047821,Los Angeles,Little Rock,1722.4,Reefer,41796.0,2025-10-30,1.03114,1.86271,9939.89,5.770953320947514
TR-038838,Fort Wayne,Hartford,858.3,Dry Van,36326.0,2025-09-03,0.98087,1.99092,4931.28,5.745403704998252
TR-038045,Baton Rouge,Richmond,1212.4,Dry Van,21517.0,2025-08-29,0.96384,1.96575,6964.45,5.744350049488617
TR-015037,Mobile,Savannah,439.5,Dry Van,24497.0,2025-04-05,1.07526,1.90381,2524.43,5.7438680318543796
TR-024636,Milwaukee,Fresno,2053.7,Dry Van,27923.0,2025-06-04,1.36727,1.95175,11729.5,5.711398938501242
TR-024128,Greensboro,Baton Rouge,816.3,Dry Van,30121.0,2025-06-01,1.21001,2.09527,4621.66,5.661717505818939
TR-046668,Albuquerque,Lexington,1643.6,Dry Van,21757.0,2025-10-23,1.01507,2.20519,9305.14,5.6614383061572155
TR-031303,Milwaukee,Dallas,778.6,Flatbed,29248.0,2025-07-16,1.302,1.76422,4358.6,5.597996403801695
TR-006169,Raleigh,Columbia,401.5,Reefer,20956.0,2025-02-08,0.95215,2.35588,2220.18,5.529713574097135
TR-024401,Toledo,Mobile,877.7,Dry Van,32470.0,2025-06-03,1.28767,2.16388,4802.35,5.4715164634841065
TR-021071,Corpus Christi,Atlanta,843.7,Dry Van,29001.0,2025-05-13,1.30145,1.94637,4610.02,5.464051203034254
TR-038460,San Antonio,Grand Rapids,1352.0,Reefer,44265.0,2025-08-31,0.86237,1.93871,7384.72,5.46207100591716
TR-032679,El Paso,Savannah,1870.5,Dry Van,24333.0,2025-07-25,1.06596,2.35637,10182.59,5.443779738037958
TR-006123,Nashville,Dallas,538.0,Dry Van,29535.0,2025-02-08,0.93847,2.13164,2907.97,5.405148698884758
TR-047537,Los Angeles,Richmond,2782.4,Dry Van,25730.0,2025-10-29,1.0341,2.39203,15003.55,5.39230520414031
TR-035197,Amarillo,Fresno,1031.1,Reefer,25279.0,2025-08-10,0.87449,2.15829,5553.52,5.386014935505772
TR-033233,Baton Rouge,Albany,1759.5,Dry Van,34332.0,2025-07-29,,2.27971,9454.94,5.373651605569765
TR-002663,Grand Rapids,Reno,1951.9,Dry Van,29933.0,2025-01-17,1.02555,1.68637,10436.26,5.346718581894564
TR-000786,Kansas City,Charleston,861.5,Dry Van,28959.0,2025-01-06,0.83097,1.91323,4587.83,5.325397562391178
TR-029645,Green Bay,Jacksonville,1008.7,Reefer,23666.0,2025-07-06,1.15901,1.92733,5358.34,5.312124516704669
TR-024673,El Paso,Charleston,2028.3,Flatbed,27008.0,2025-06-04,1.40202,2.17107,10705.58,5.27810481684169
TR-034374,New York,Tulsa,1444.5,Dry Van,13908.0,2025-08-05,1.01849,2.26301,7603.41,5.263696780893042
TR-013848,Phoenix,Baltimore,3127.2,Dry Van,21371.0,2025-03-29,1.05909,1.69055,16386.16,5.239882322844718
TR-026947,Columbia,Bakersfield,2187.2,Dry Van,26570.0,2025-06-19,1.35915,1.92802,11439.83,5.230353877103146
TR-029790,Savannah,Detroit,842.0,Dry Van,27870.0,2025-07-07,1.16853,2.07064,4351.72,5.1683135391923996
TR-003029,Harrisburg,Oklahoma City,1489.5,Reefer,34450.0,2025-01-20,0.8359,2.18843,7679.26,5.155595837529372
TR-045774,Kansas City,Green Bay,466.3,Dry Van,32352.0,2025-10-17,1.02308,1.83091,2389.43,5.124233326184859
TR-017208,San Antonio,Memphis,782.8,Dry Van,28855.0,2025-04-19,1.1956,2.01511,4002.84,5.1134900357690345
TR-026991,Syracuse,Amarillo,1860.8,Dry Van,27170.0,2025-06-19,1.39991,1.99193,9471.39,5.089955932932072
TR-028780,Phoenix,Tampa,2068.4,Dry Van,45171.0,2025-06-30,1.16543,1.99965,10498.93,5.075870237865017
TR-030750,Philadelphia,Louisville,947.0,Dry Van,27438.0,2025-07-13,1.1562,2.19511,4795.16,5.063526927138332
TR-009766,Chattanooga,Phoenix,1985.4,Reefer,26659.0,2025-03-04,1.0482,1.97355,10036.5,5.055152614082804
TR-000470,Phoenix,Jacksonville,2154.3,Dry Van,22509.0,2025-01-04,0.84517,1.76215,10854.69,5.038615791672469
TR-044287,Mobile,Richmond,944.9,Dry Van,37887.0,2025-10-08,1.03164,1.99996,4729.66,5.005460895332839
TR-001950,Hartford,Reno,2794.2,Reefer,35166.0,2025-01-13,0.83784,1.91304,13918.0,4.981032138000144
TR-042438,Toledo,Austin,1445.9,Dry Van,37298.0,2025-09-26,0.89811,1.93929,7197.15,4.977626391866657
TR-037944,Albany,Green Bay,978.6,Dry Van,29194.0,2025-08-28,1.0234,2.0391,4845.77,4.951737175556918
TR-032878,Amarillo,Raleigh,1791.7,Flatbed,38249.0,2025-07-26,1.00777,2.06245,8768.95,4.894206619411732
TR-040080,Tucson,Columbia,2046.7,Flatbed,23285.0,2025-09-11,1.0281,2.03725,9993.31,4.8826452337909805
TR-040046,Washington,Atlanta,688.3,Dry Van,35557.0,2025-09-10,1.00782,2.15917,3348.83,4.86536394014238
TR-026011,Richmond,Fresno,2792.2,Dry Van,19867.0,2025-06-13,1.37077,1.8566,13432.05,4.810561564357854
TR-018418,Providence,Phoenix,3110.8,Flatbed,33214.0,2025-04-26,1.27372,2.21169,14934.48,4.8008486562942005
TR-002786,Milwaukee,Richmond,748.1,Dry Van,36081.0,2025-01-18,0.93245,2.02199,3582.08,4.788236866729046
TR-011344,San Antonio,Columbia,1111.0,Dry Van,34745.0,2025-03-13,1.15734,2.03474,5316.68,4.785490549054906
TR-005546,Bakersfield,Baton Rouge,1628.9,Dry Van,23809.0,2025-02-04,0.97174,1.78337,7772.01,4.771324206519737
TR-018271,El Paso,Columbia,1825.3,Dry Van,-36413.0,2025-04-25,1.35588,2.18505,8708.21,4.7708376705199145
TR-002804,Oklahoma City,Birmingham,824.1,Dry Van,31040.0,2025-01-18,0.85818,2.08475,3930.74,4.769736682441451
TR-039460,Phoenix,Lexington,2217.9,Dry Van,32609.0,2025-09-07,0.8206,1.85439,10528.39,4.74700843139907
TR-004420,San Antonio,Columbia,1134.3,Dry Van,28778.0,2025-01-28,0.93969,1.85769,5271.0,4.6469188045490615
TR-026643,Fresno,Savannah,2571.0,Dry Van,47500.0,2025-06-17,1.24969,1.9893,11700.83,4.551081291326332
TR-027836,Richmond,Phoenix,2651.3,Dry Van,42643.0,2025-06-24,1.27182,1.94687,12021.48,4.534183230867876
TR-010186,Austin,Columbia,1201.7,Dry Van,22602.0,2025-03-06,1.10888,1.88542,5426.96,4.516068902388283
TR-009695,Boston,Louisville,1206.3,Dry Van,29562.0,2025-03-03,0.97512,1.92897,5417.5,4.4910055541739204
TR-006982,Fresno,Montgomery,2255.6,Flatbed,-22094.0,2025-02-14,1.06188,1.92707,9825.71,4.356140273098067
TR-014113,Reno,Oklahoma City,1459.0,Dry Van,23804.0,2025-03-31,0.9998,1.89762,6302.61,4.319814941740918
TR-042646,Boston,Phoenix,3183.8,Dry Van,32231.0,2025-09-27,0.82572,1.77316,13420.59,4.215274200640744
TR-043727,Reno,Toledo,2117.6,Dry Van,25124.0,2025-10-04,0.94851,2.37759,8592.93,4.057862674726105
TR-028293,Memphis,Nashville,114.3,Reefer,36153.0,2025-06-27,1.34974,3.61035,408.25,3.5717410323709538
TR-042052,Nashville,Chattanooga,76.5,Reefer,35629.0,2025-09-23,0.89804,3.46217,269.11,3.517777777777778
TR-040322,Nashville,Chattanooga,71.3,Reefer,46022.0,2025-09-12,0.96261,3.49659,247.85,3.4761570827489483
TR-047962,Chattanooga,Nashville,70.0,Reefer,33010.0,2025-10-31,1.03217,0.74553,241.41,3.448714285714286
TR-031389,Austin,San Antonio,103.8,Reefer,35222.0,2025-07-17,1.32255,0.73111,357.76,3.446628131021195
TR-036071,Nashville,Chattanooga,74.3,Reefer,38599.0,2025-08-16,0.96854,2.08372,255.7,3.4414535666218034
TR-011312,Lubbock,Austin,70.0,Flatbed,42249.0,2025-03-13,1.17169,3.45038,240.46,3.435142857142857
TR-025381,Dallas,Houston,114.1,Reefer,30487.0,2025-06-09,1.18091,3.42318,391.19,3.428483786152498
TR-045628,Baton Rouge,Houston,167.8,Reefer,47181.0,2025-10-16,1.09121,0.7062,575.03,3.426877234803337
TR-028830,San Antonio,Lubbock,122.1,Reefer,39385.0,2025-07-01,1.26273,0.71958,417.85,3.4221949221949224
TR-023324,Lubbock,San Antonio,128.6,Reefer,38484.0,2025-05-27,1.30758,0.69228,439.39,3.416718506998445
TR-013409,Hartford,Philadelphia,79.2,Reefer,45577.0,2025-03-26,1.19814,3.42575,269.8,3.4065656565656566
TR-044571,Chattanooga,Atlanta,83.1,Reefer,40534.0,2025-10-09,1.05532,0.74801,282.04,3.3939831528279187
TR-012657,Memphis,Nashville,118.2,Reefer,43467.0,2025-03-22,1.09285,3.42078,400.75,3.3904399323181047
TR-043704,Austin,Lubbock,70.0,Flatbed,31909.0,2025-10-04,0.91077,0.7816,236.92,3.3845714285714283
TR-028262,Milwaukee,Indianapolis,119.0,Flatbed,40072.0,2025-06-27,1.31981,3.34194,402.69,3.3839495798319326
TR-025070,Atlanta,Nashville,128.0,Reefer,37786.0,2025-06-07,1.26764,3.36892,432.31,3.377421875
TR-043894,Chattanooga,Atlanta,82.9,Reefer,37082.0,2025-10-05,0.84868,0.73028,279.76,3.3746682750301567
TR-019764,Houston,Dallas,128.0,Reefer,47052.0,2025-05-05,1.21453,0.71474,431.92,3.374375
TR-026068,Atlanta,Birmingham,140.0,Reefer,38649.0,2025-06-14,1.25556,3.36431,472.03,3.371642857142857
TR-028910,Memphis,Nashville,109.9,Reefer,38192.0,2025-07-01,1.26431,0.78977,370.42,3.3705186533212013
TR-039228,Nashville,Chattanooga,76.6,Reefer,24802.0,2025-09-05,0.97774,3.34235,258.05,3.3687989556135776
TR-026275,Houston,Corpus Christi,192.8,Reefer,37885.0,2025-06-15,1.16383,3.38071,649.36,3.3680497925311204
TR-001465,Lubbock,Austin,70.0,Reefer,36236.0,2025-01-10,0.93515,3.36465,235.59,3.3655714285714287
TR-046979,Chattanooga,Nashville,85.5,Reefer,38757.0,2025-10-25,0.90652,0.79974,287.65,3.364327485380117
TR-012364,Los Angeles,Phoenix,79.2,Reefer,37509.0,2025-03-20,1.2008,3.37438,266.09,3.3597222222222216
TR-039787,Lubbock,Austin,70.0,Reefer,11812.0,2025-09-09,0.94992,3.37635,235.09,3.3584285714285715
TR-028165,Louisville,Cincinnati,72.1,Flatbed,24722.0,2025-06-26,1.36859,3.32274,241.97,3.3560332871012486
TR-023963,Phoenix,Los Angeles,81.0,Reefer,35242.0,2025-05-31,1.24588,0.74443,271.67,3.353950617283951
TR-039000,Philadelphia,Hartford,70.5,Reefer,37816.0,2025-09-04,1.01608,3.33128,236.37,3.3527659574468087
TR-021419,Shreveport,Little Rock,153.5,Reefer,37879.0,2025-05-15,1.39699,0.77942,514.4,3.3511400651465797
TR-009754,San Antonio,Austin,83.0,Reefer,39524.0,2025-03-03,0.98462,3.38219,278.0,3.3493975903614457
TR-028378,Chattanooga,Birmingham,165.6,Reefer,32907.0,2025-06-28,1.2409,3.37723,554.2,3.346618357487923
TR-021059,Oklahoma City,Lubbock,185.1,Reefer,38834.0,2025-05-13,1.31044,0.83531,619.06,3.344462452728255
TR-043759,Memphis,Nashville,114.5,Reefer,35060.0,2025-10-04,0.96874,0.86406,382.8,3.343231441048035
TR-024220,Cincinnati,Louisville,70.0,Flatbed,46866.0,2025-06-02,1.23161,3.34531,233.81,3.3401428571428573
TR-032596,San Antonio,Oklahoma City,215.1,Reefer,47500.0,2025-07-24,1.29902,0.84061,715.77,3.3276150627615064
TR-014187,Baton Rouge,Houston,180.2,Reefer,34412.0,2025-03-31,1.04656,3.35349,599.47,3.3266925638179803
TR-025901,Birmingham,Atlanta,147.5,Reefer,32550.0,2025-06-12,1.39055,3.28839,490.35,3.3244067796610173
TR-024808,Hartford,Philadelphia,70.9,Reefer,36313.0,2025-06-05,1.40786,3.36866,235.56,3.322425952045134
TR-023230,Chattanooga,Nashville,70.0,Reefer,26336.0,2025-05-27,1.26125,0.84094,232.35,3.3192857142857144
TR-043302,Atlanta,Chattanooga,84.4,Reefer,29124.0,2025-10-01,0.95071,0.80326,280.13,3.319075829383886
TR-010371,Cincinnati,Louisville,75.1,Reefer,-37791.0,2025-03-07,1.14061,3.31233,249.26,3.319041278295606
TR-009349,Shreveport,New Orleans,70.0,Flatbed,47500.0,2025-03-01,0.99365,3.30326,232.33,3.3190000000000004
TR-031230,Baton Rouge,Houston,160.1,Reefer,37016.0,2025-07-16,1.27097,0.83642,531.33,3.3187382885696444
TR-023147,Austin,San Antonio,99.1,Flatbed,45648.0,2025-05-26,1.20925,0.84597,328.85,3.318365287588295
TR-034137,Shreveport,New Orleans,70.0,Flatbed,37834.0,2025-08-03,0.92456,1.68014,232.27,3.3181428571428575
TR-046586,Shreveport,Baton Rouge,184.5,Reefer,47500.0,2025-10-22,1.01604,0.81813,612.12,3.3177235772357725
TR-019492,Los Angeles,Phoenix,81.0,Reefer,36154.0,2025-05-03,1.23424,0.822,268.73,3.3176543209876543
TR-042196,Chattanooga,Nashville,73.4,Reefer,14667.0,2025-09-24,0.95573,3.33834,243.49,3.3173024523160763
TR-013455,Los Angeles,Phoenix,88.7,Flatbed,42245.0,2025-03-27,1.22057,3.32436,294.13,3.316009019165727
TR-035760,San Antonio,Austin,97.8,Flatbed,32005.0,2025-08-14,1.08757,2.15882,324.08,3.3137014314928424
TR-036607,Cincinnati,Louisville,75.9,Reefer,41056.0,2025-08-19,0.97238,2.09394,251.48,3.3133069828722
TR-017530,Dallas,Shreveport,176.2,Reefer,38286.0,2025-04-21,1.16686,0.85589,583.65,3.312429057888763
TR-035230,Nashville,Chattanooga,79.1,Reefer,28624.0,2025-08-10,0.88007,1.85688,262.01,3.3123893805309734
TR-038825,Shreveport,Little Rock,153.5,Reefer,37926.0,2025-09-03,1.02437,3.34706,508.45,3.3123778501628665
TR-040335,Nashville,Memphis,122.7,Reefer,47500.0,2025-09-12,0.99394,3.28944,406.25,3.310920945395273
TR-025485,Los Angeles,Phoenix,87.7,Reefer,34881.0,2025-06-10,1.27089,3.34885,290.26,3.309692132269099
TR-016875,Los Angeles,Phoenix,84.4,Reefer,38715.0,2025-04-17,1.40255,0.87815,279.26,3.308767772511848
TR-021192,Nashville,Memphis,110.4,Reefer,37495.0,2025-05-14,1.37338,0.81157,365.23,3.308242753623188
TR-022659,Shreveport,Dallas,169.1,Reefer,39600.0,2025-05-23,1.36069,0.84432,559.38,3.3079834417504435
TR-029724,San Antonio,Lubbock,119.7,Reefer,42011.0,2025-07-06,1.13311,0.88603,395.91,3.3075187969924813
TR-027731,Chattanooga,Atlanta,78.0,Flatbed,27604.0,2025-06-24,1.27193,3.29582,257.94,3.306923076923077
TR-013513,Philadelphia,Hartford,70.9,Reefer,32533.0,2025-03-27,1.21146,3.32236,234.28,3.304372355430183
TR-041268,Austin,San Antonio,116.9,Flatbed,33965.0,2025-09-18,1.03735,3.32445,386.27,3.3042771599657823
TR-015757,Shreveport,New Orleans,70.0,Reefer,24122.0,2025-04-09,1.1832,0.83642,231.24,3.3034285714285714
TR-046847,Indianapolis,Milwaukee,105.2,Reefer,36498.0,2025-10-24,1.00067,0.86194,347.45,3.3027566539923954
TR-035247,Lubbock,San Antonio,127.6,Reefer,33830.0,2025-08-10,0.93507,2.07749,420.44,3.2949843260188088
TR-009540,Chattanooga,Nashville,81.6,Reefer,46368.0,2025-03-02,0.92999,3.28609,268.52,3.2906862745098038
TR-018993,Hartford,Philadelphia,70.0,Reefer,33998.0,2025-04-30,1.39721,0.89848,230.0,3.2857142857142856
TR-027654,Phoenix,Los Angeles,78.7,Flatbed,26375.0,2025-06-23,1.21239,3.32607,258.46,3.2841168996188053
TR-047767,Milwaukee,Indianapolis,113.4,Reefer,41000.0,2025-10-30,1.02482,0.95926,371.98,3.280246913580247
TR-042572,Shreveport,Baton Rouge,178.1,Reefer,35667.0,2025-09-27,0.81563,3.29926,584.16,3.2799550814149354
TR-025288,Dallas,Houston,112.1,Flatbed,29301.0,2025-06-08,1.23806,3.27324,367.49,3.278233719892953
TR-028569,Nashville,Atlanta,152.8,Reefer,36946.0,2025-06-29,1.14292,3.28144,499.25,3.2673429319371725
TR-045085,San Antonio,Austin,113.9,Reefer,27649.0,2025-10-13,0.85372,0.87417,372.04,3.2663740122914837
TR-043819,Chattanooga,Nashville,80.8,Flatbed,36890.0,2025-10-05,0.90218,0.89448,263.56,3.261881188118812
TR-025223,Atlanta,Nashville,135.7,Reefer,46940.0,2025-06-08,1.16366,3.26511,442.53,3.261090641120118
TR-026876,Albuquerque,El Paso,198.4,Reefer,40303.0,2025-06-18,1.35398,3.22458,646.77,3.259929435483871
TR-041626,St. Louis,Indianapolis,80.4,Reefer,23455.0,2025-09-20,0.87075,3.23337,262.05,3.259328358208955
TR-034455,Baton Rouge,Houston,164.0,Reefer,33711.0,2025-08-05,0.98025,1.7031,534.28,3.2578048780487805
TR-039487,San Antonio,Austin,105.5,Reefer,32135.0,2025-09-07,0.81906,3.23955,343.33,3.2543127962085308
TR-027499,Nashville,Cincinnati,196.2,Flatbed,42037.0,2025-06-22,1.20947,3.24551,638.18,3.252701325178389
TR-026297,Atlanta,Nashville,144.1,Reefer,37417.0,2025-06-15,1.17377,3.26591,468.6,3.251908396946565
TR-045756,Austin,Lubbock,70.0,Dry Van,35211.0,2025-10-17,1.0242,0.94583,227.6,3.2514285714285713
TR-028926,Los Angeles,Phoenix,76.4,Reefer,16616.0,2025-07-01,1.22591,0.87928,248.36,3.250785340314136
TR-025352,San Antonio,Oklahoma City,222.4,Reefer,41041.0,2025-06-09,1.25189,3.25388,722.55,3.2488758992805753
TR-019761,Nashville,Memphis,130.5,Reefer,45271.0,2025-05-05,1.15674,0.91732,423.97,3.2488122605363987
TR-025523,Montgomery,Jacksonville,140.0,Reefer,35953.0,2025-06-10,1.23818,3.26058,454.22,3.2444285714285717
TR-026739,Nashville,Memphis,123.5,Flatbed,27615.0,2025-06-18,1.3655,3.25933,400.68,3.2443724696356275
TR-011879,St. Louis,Indianapolis,89.2,Flatbed,36304.0,2025-03-17,1.00889,3.2232,289.39,3.2442825112107623
TR-027912,Shreveport,Baton Rouge,192.4,Reefer,25973.0,2025-06-25,1.30739,3.2396,623.73,3.241839916839917
TR-042405,Oklahoma City,San Antonio,214.9,Reefer,41656.0,2025-09-25,0.93823,3.26007,696.53,3.2411819450907395
TR-004257,Dallas,Houston,109.0,Reefer,30568.0,2025-01-27,0.87557,3.25459,353.27,3.2410091743119263
TR-020649,New York,Hartford,109.1,Reefer,47500.0,2025-05-10,1.28623,0.94105,353.32,3.2384967919340055
TR-028150,Montgomery,Jacksonville,148.8,Flatbed,31821.0,2025-06-26,1.38866,3.22668,480.81,3.2312499999999997
TR-013194,Indianapolis,Milwaukee,115.1,Reefer,39740.0,2025-03-25,1.08958,3.24097,371.88,3.230929626411816
TR-015300,Atlanta,Chattanooga,97.8,Reefer,37693.0,2025-04-07,1.03186,0.9187,315.93,3.2303680981595093
TR-013186,Baton Rouge,Shreveport,177.1,Flatbed,34517.0,2025-03-25,1.1113,3.22812,571.19,3.225239977413891
TR-047528,Indianapolis,St. Louis,93.0,Flatbed,46100.0,2025-10-29,0.98459,0.91607,299.74,3.223010752688172
TR-015878,San Antonio,Lubbock,129.6,Reefer,30155.0,2025-04-10,1.26398,0.88432,417.6,3.2222222222222223
TR-030734,Atlanta,Nashville,147.1,Reefer,43119.0,2025-07-12,1.22625,0.97167,473.3,3.2175390890550646
TR-025011,Dallas,New Orleans,179.3,Flatbed,32138.0,2025-06-07,1.26691,3.16515,576.86,3.2172894590072505
TR-029275,New Orleans,Baton Rouge,191.4,Reefer,38555.0,2025-07-03,1.36975,0.90357,615.72,3.2169278996865205
