load_id,pickup,delivery,distance,equipment,weight,date,market_index,quote_signal,posted_rate,rate_per_mile
TR-041209,Los Angeles,Hartford,3044.8,Reefer,39507.0,2025-09-18,0.96875,2.17311,6586.76,2.1632816605359957
TR-013961,Boston,Los Angeles,3188.8,Flatbed,32424.0,2025-03-30,0.97112,2.0688,6581.92,2.0640742599096837
TR-008438,Phoenix,Providence,3180.7,Reefer,43972.0,2025-02-23,0.87699,2.04784,6577.86,2.068054201905241
TR-020653,Los Angeles,Hartford,3040.1,Reefer,34925.0,2025-05-10,1.26999,1.97295,6576.53,2.1632610769382588
TR-019439,Baltimore,Fresno,3055.7,Reefer,40657.0,2025-05-02,1.31058,2.03778,6566.74,2.149013319370357
TR-024146,Boston,Fresno,3239.4,Flatbed,33699.0,2025-06-01,1.22276,2.06304,6558.51,2.024606408594184
TR-029102,Los Angeles,Providence,3279.5,Flatbed,26705.0,2025-07-02,1.30822,2.13817,6557.41,1.9995151699954261
TR-033629,Providence,Bakersfield,3130.0,Reefer,32790.0,2025-07-31,1.10531,2.06197,6555.87,2.0945271565495207
TR-005604,Los Angeles,Boston,3178.0,Reefer,,2025-02-05,1.03739,2.05392,6546.69,2.0600031466331026
TR-020339,Baltimore,Fresno,3050.1,Reefer,43841.0,2025-05-08,1.35447,2.00242,6538.24,2.1436149634438215
TR-045611,Los Angeles,Albany,3174.1,Reefer,39591.0,2025-10-16,1.00885,2.071,6537.96,2.0597838757443054
TR-042301,Bakersfield,Providence,3113.3,Flatbed,33980.0,2025-09-25,1.00377,2.06432,6534.49,2.0988950631163075
TR-029021,Providence,Phoenix,3161.7,Flatbed,34318.0,2025-07-02,1.35565,2.08599,6533.28,2.0663820096783376
TR-041762,Phoenix,Hartford,3056.4,Reefer,42095.0,2025-09-21,0.79714,2.13496,6531.29,2.1369225232299436
TR-025090,Los Angeles,Providence,3090.8,Flatbed,43616.0,2025-06-07,1.26141,2.12721,6527.78,2.112003364824641
TR-024823,New York,Fresno,3000.6,Reefer,31681.0,2025-06-05,1.39673,2.1997,6521.78,2.173491968273012
TR-022507,Fresno,Philadelphia,3051.8,Reefer,37304.0,2025-05-22,1.4142,2.03656,6520.35,2.1365587522118092
TR-013805,Albany,Los Angeles,3143.4,Reefer,33764.0,2025-03-29,1.11876,2.07433,6519.03,2.0738786027867913
TR-030973,Boston,Fresno,3238.4,Flatbed,33565.0,2025-07-14,1.15518,2.14526,6516.72,2.0123270750988143
TR-044341,Hartford,San Francisco,3155.7,Flatbed,39533.0,2025-10-08,1.04746,2.02629,6512.76,2.063808346801027
TR-031327,Boston,Bakersfield,3126.3,Reefer,18948.0,2025-07-16,1.32622,2.0588,6510.96,2.08264082141829
TR-039427,Boston,San Francisco,3320.9,Reefer,28101.0,2025-09-07,0.83016,1.95206,6507.07,1.959429672679093
TR-027308,Hartford,Fresno,3044.2,Flatbed,37474.0,2025-06-21,1.2638,2.09907,6498.07,2.1345739438933053
TR-005727,Albany,Milwaukee,1078.0,Dry Van,45463.0,2025-02-05,1.03228,1.94408,6494.7,6.024768089053803
TR-018111,Los Angeles,Hartford,2987.5,Reefer,47500.0,2025-04-24,1.35005,2.0092,6493.55,2.173573221757322
TR-018016,Green Bay,Richmond,851.0,Dry Van,27091.0,2025-04-24,1.36928,2.14432,6489.53,7.6257696827262045
TR-013551,Boston,Bakersfield,3070.0,Flatbed,27152.0,2025-03-27,1.21047,2.11404,6486.17,2.112758957654723
TR-047985,San Francisco,Providence,3396.6,Dry Van,43205.0,2025-10-31,1.01436,2.26942,6482.04,1.9083907436848613
TR-035239,Providence,Los Angeles,3202.0,Reefer,35863.0,2025-08-10,0.93301,2.14036,6481.38,2.024166146158651
TR-043185,Fort Wayne,Atlanta,548.4,Reefer,26544.0,2025-10-01,0.94021,1.76816,6477.13,11.810959153902262
TR-045414,Providence,Bakersfield,3058.2,Reefer,36146.0,2025-10-15,1.00074,2.0531,6475.22,2.117330455823687
TR-042217,Providence,Bakersfield,3048.3,Flatbed,34107.0,2025-09-24,0.9536,2.10236,6474.77,2.1240593117475313
TR-027052,Los Angeles,Hartford,3038.9,Reefer,25080.0,2025-06-20,1.34386,2.15394,6470.93,2.1293658889729836
TR-018013,Fresno,Hartford,3014.5,Reefer,32418.0,2025-04-24,1.35724,1.99616,6464.93,2.1446110466080612
TR-020604,Hartford,San Francisco,3094.2,Reefer,28831.0,2025-05-10,1.23024,2.04434,6459.05,2.087470105358413
TR-023711,Salt Lake City,Providence,2891.8,Reefer,38042.0,2025-05-30,1.35123,1.92298,6456.47,2.232682066532955
TR-025764,Los Angeles,Baltimore,3070.7,Reefer,26542.0,2025-06-12,1.43135,2.09013,6455.91,2.1024229003158887
TR-046519,Bakersfield,Providence,3059.5,Reefer,35413.0,2025-10-22,0.99469,2.07051,6452.47,2.1089949338127147
TR-025536,Los Angeles,Baltimore,2988.9,Reefer,33223.0,2025-06-10,1.31096,2.1488,6452.26,2.1587406738264914
TR-037426,Providence,Phoenix,3174.8,Reefer,36920.0,2025-08-25,0.86801,2.01583,6450.5,2.031781529545168
